timestamp,datetime,open,high,low,close,buy_vol,sell_vol,delta,cvd
1780337400,2026-06-01 18:10:00,71490.0,71501.1,71370.0,71385.0,4.750641,0.739473,4.011168,-284.786930
1780337700,2026-06-01 18:15:00,71385.0,71386.0,71289.2,71305.4,1.752195,9.380804,-7.628609,-292.415539
1780338000,2026-06-01 18:20:00,71307.6,71354.9,71284.9,71325.0,0.983932,0.916587,0.067345,-292.348194
1780338300,2026-06-01 18:25:00,71325.0,71444.9,71325.0,71444.9,3.838010,1.478569,2.359442,-289.988752
1780338600,2026-06-01 18:30:00,71445.0,71580.0,71430.0,71532.7,2.382437,11.149566,-8.767129,-298.755881
1780338900,2026-06-01 18:35:00,71533.2,71565.0,71475.1,71488.3,3.835417,0.708413,3.127004,-295.628877
1780339200,2026-06-01 18:40:00,71488.3,71527.9,71430.0,71430.0,0.495819,1.959435,-1.463616,-297.092492
1780339500,2026-06-01 18:45:00,71430.0,71430.0,71325.1,71350.0,11.688828,1.685227,10.003601,-287.088891
1780339800,2026-06-01 18:50:00,71340.1,71469.6,71311.6,71460.0,0.821070,1.344201,-0.523130,-287.612022
1780340100,2026-06-01 18:55:00,71460.0,71460.0,71400.0,71415.0,0.886635,0.952518,-0.065884,-287.677905
1780340400,2026-06-01 19:00:00,71415.1,71415.1,71361.5,71371.8,0.515136,0.720546,-0.205410,-287.883316
1780340700,2026-06-01 19:05:00,71371.8,71371.8,71345.2,71355.6,1.236860,1.041245,0.195615,-287.687701
1780341000,2026-06-01 19:10:00,71355.2,71370.4,71325.1,71345.1,0.592715,1.329843,-0.737128,-288.424829
1780341300,2026-06-01 19:15:00,71345.1,71356.1,71294.5,71324.4,2.269466,3.098451,-0.828984,-289.253814
1780341600,2026-06-01 19:20:00,71325.0,71371.8,71325.0,71371.8,0.853302,0.440533,0.412769,-288.841044
1780341900,2026-06-01 19:25:00,71371.8,71519.0,71371.7,71519.0,2.019343,9.830529,-7.811186,-296.652230
1780342200,2026-06-01 19:30:00,71520.0,71578.5,71513.7,71557.5,6.326067,1.005812,5.320255,-291.331976
1780342500,2026-06-01 19:35:00,71557.4,71557.5,71475.1,71535.0,0.531405,12.491484,-11.960079,-303.292055
